deck1,deck2,n,w
imperial painter,proteus staff combo,1,0
imperial painter,pox,1,1
imperial painter,painter stone,1,0
imperial painter,metalworker,1,0
imperial painter,merfolk,1,1
imperial painter,lands,1,0
illusionary orb,tes,1,1
illusionary orb,no rug,1,1
illusionary orb,no bant,1,0
illusionary orb,merfolk,1,1
illusionary dreadnought,u/w tempo,1,1
illusionary dreadnought,merfolk,1,1
illusionary dreadnought,lands,1,0
iggy pop,threshold,1,0
iggy pop,show and tell,1,1
iggy pop,metalworker,1,1
iggy pop,lands,1,0
hypergenesis,white knights,1,1
hypergenesis,vampires,1,0
hypergenesis,u/w/r thopters,1,0
hypergenesis,u/b standstill,1,0
hypergenesis,u/b landstill,1,1
hypergenesis,survival,1,0
hypergenesis,soul sisters,1,1
hypergenesis,shardless bug,1,0
hypergenesis,rug control,1,0
hypergenesis,omniscience combo,1,0
hypergenesis,no rug,1,1
hypergenesis,mono white aggro,1,1
hypergenesis,mono blue control,1,1
hypergenesis,mono blue,1,1
hypergenesis,mono black rack,1,1
hypergenesis,lands,1,0
hypergenesis,junk,1,0
hypergenesis,jund,1,1
humility of the moon,zoo,1,0
humility of the moon,tezzeret control,1,0
humility of the moon,r/g aggro,1,1
humility of the moon,reanimator,1,1
hulk,threshold,1,0
hulk,survival,1,0
hulk rebirth,zombies,1,1
hulk rebirth,u/w control,1,0
hulk rebirth,stoneblade,1,0
hulk rebirth,rug delver,1,0
hulk rebirth,nic fit,1,1
hulk rebirth,merfolk,1,0
hulk,landstill,1,0
hulk,lands,1,1
hulk combo,u/r aggro,1,0
hulk combo,rug visions,1,0
hulk combo,painted stone,1,0
hulk combo,kiki twin,1,1
hulk combo,jund,1,1
horn of exploration,stoneblade,1,0
horn of exploration,merfolk,1,0
hive mind,white weenie,1,1
hive mind,u/w/r landstill,1,1
hive mind,u/w/r delver,1,1
hive mind,u/w miracles,1,1
hive mind,u/r welder,1,1
hive mind,u/r stiflenought,1,0
hive mind,u/g madness,1,1
hive mind,u/b visions,1,1
hive mind,u/b faeries,1,1
hive mind,u/b delver,1,0
hive mind,the walking dead,1,1
hive mind,tezzeret metalcraft,1,0
hive mind,tezzeret griefer,1,0
hive mind,tezzeret control,1,1
hive mind,super highlander,1,1
hive mind,stiflenaught,1,1
hive mind,stax,1,0
hive mind,sneak attack,1,1
hive mind,sea drake stompy,1,0
hive mind,punishing jund,1,0
hive mind,no submitted,1,1
hive mind,no bug,1,1
hive mind,nic fit,1,1
hive mind,mud,1,0
hive mind,mono green infect,1,1
hive mind,mono blue tempo,1,1
hive mind,miracleblade,1,1
hive mind,masknaught,1,0
hive mind,manaless dredge,1,0
hive mind,loam pox,1,1
hive mind,illusionary orb,1,1
hive mind,humility of the moon,1,1
hive mind,hulk rebirth,1,0
hive mind,hulk combo,1,0
hiive mind,merfolk,1,0
high tide,wizards,1,0
high tide,white weenie,1,1
high tide,white knights,1,1
high tide,u/w tempo,1,1
high tide,u/w/r delver,1,1
high tide,u/w/r control,1,0
high tide,u/w aggro,1,1
high tide,u/r standstill,1,0
high tide,u/r landstill,1,0
high tide,ur control,1,1
high tide,u/g infect,1,1
high tide,u/b underworld dreams,1,1
high tide,u/b rite,1,1
high tide,u/b delver,1,1
high tide,thopters,1,1
high tide,tezzeret,1,0
high tide,team italia,1,0
high tide,stiflenaught,1,0
high tide,stifle naught,1,0
high tide,singleton affinity,1,1
high tide,sea drake stompy,1,1
high tide,scapeshift,1,1
high tide,r/w/b control,1,1
high tide,r/w/b blade,1,0
high tide,rug visions,1,1
high tide,rug control,1,0
high tide,punishing jund,1,0
high tide,power monolith,1,1
high tide,polymorph,1,1
high tide,ooze combo,1,1
high tide,omni-tell,1,0
high tide,no green,1,0
high tide,no 4 color,1,1
high tide,nic shift,1,0
high tide,natural order,1,0
high tide,mud,1,0
high tide,mono blue tempo,1,1
high tide,mono black zombies,1,1
high tide,mono black control,1,0
high tide,mono black aggro,1,1
high tide,miracleblade,1,1
high tide,metalcraft,1,1
high tide,mesmeric monolith,1,0
high tide,masknaught,1,0
high tide,list missing,1,1
high tide,life,1,1
high tide,junk depths,1,1
high tide,junk blade,1,1
high tide,junk and taxes,1,1
high tide,jund midrange,1,0
hexmage depths,u/b landstill,1,0
hexmage depths,trinket control,1,0
hexmage depths,stiflenought,1,1
hexmage depths,sneak and show,1,1
hexmage depths,show and tell,1,1
hexmage depths,rug delver,1,0
hexmage depths,rug control,1,0
hexmage depths,pox,1,1
hexmage depths,no rug,1,0
hexmage depths,mono white,1,1
hexmage depths,mono blue control,1,0
hexmage depths,mono black,1,0
hexmage depths,miracles,1,0
hexmage depths,metalworker,1,0
hexmage depths,kiki twin,1,0
hexblade,reanimator,1,1
helm of the void,u/w tempo,1,0
helm of the void,tes,1,1
helm of the void,scepter chant,1,1
helm of the void,rug visions,1,1
helm of the void,rug delver,1,0
helm of the void,painted stone,1,0
helm of the void,no rug,1,1
helm of the void,maverick,1,0
helm of the void,junk,1,1
g/w/u control,threshold,1,0
g/w/u control,survival,1,1
g/w/u control,merfolk,1,0
g/w stoneblade,u/b faeries,1,0
g/w stoneblade,tes,1,1
g/w stoneblade,stax,1,1
g/w stoneblade,rug,1,1
g/w stoneblade,no bant,1,0
g/w stoneblade,mono white stoneblade,1,1
g/w stoneblade,mono white puresteel,1,1
g/w stoneblade,mono black control,1,1
g/w stoneblade,metalworker,1,1
g/w stoneblade,lands,1,1
g/w stoneblade,infect,1,0
g/w stoneblade,grixis control,1,0
g/w stompy,zoo,1,0
g/w stompy,stasis,1,1
g/w stompy,scepter chant,1,0
g/w stompy,rockin' reanimator,1,1
g/w stompy,no bant,1,1
g/w stompy,new horizons,1,0
g/w scepter chant,zoo,1,0
g/w scepter chant,landstill,1,0
g/w scepter chant,goblins,1,0
g/w mavrick,sneak and show,1,1
g/w mavrick,omnitell,1,1
g/w humans,scepter chant,1,1
g/w humans,pox,1,1
g/w humans,mono white aggro,1,0
g/w humans,mono green aggro,1,1
g/w humans,junk,1,0
g/w/b stoneblade,stoneblade,1,1
g/w/b stoneblade,high tide,1,0
g/w/b,show and tell,1,0
g/w/b rock,vampires,1,0
g/w/b rock,survival,1,1
g/w/b rock,scepter chant,1,0
g/w/b rock,r/w aggro,1,1
g/w/b rock,no bant,1,0
g/w/b rock,mono white control,1,1
g/w/b rock,mono blue control,1,0
g/w/b rock,mono black control,1,1
g/w/b rock,life,1,1
g/w/b rock,hexmage depths,1,0
g/w/b midrange,u/b stax,1,0
g/w/b midrange,u/b delver,1,1
g/w/b midrange,thopter sword,1,0
g/w/b midrange,team italia,1,1
g/w/b midrange,stax,1,1
g/w/b midrange,not submitted,1,1
g/w/b midrange,mono blue tempo,1,1
g/w/b midrange,mono blue control,1,1
g/w/b midrange,hiive mind,1,0
g/w/b,goblins,1,1
g/w/b fauna,team america,1,0
g/w/b fauna,no bant,1,1
g/w/b fauna,metalworker,1,0
g/w/b fauna,merfolk,1,1
g/w/b control,stoneblade,1,1
g/w/b control,sphinx control,1,0
g/w/b control,rug delver,1,1
g/w/b control,r/g/b beatdown,1,0
g/w/b control,lands,1,1
g/w/b beatdown,zoo,1,1
g/w/b beatdown,stiflenaught,1,1
g/w/b beatdown,r/u stax,1,1
g/w/b beatdown,natural order,1,0
g/w/b beatdown,lands,1,0
g/w/b allies,zoo,1,1
g/w/b aggro,u/w stoneblade,1,1
g/w/b aggro,rogues,1,0
g/w/b aggro,infect,1,1
g/w aggro,u/w/r landstill,1,1
g/w aggro,u/w control,1,0
gw aggro,u/r delver,1,0
g/w aggro,u/b/g control,1,0
g/w aggro,u/b control,1,1
gw aggro,super highlander,1,1
gw aggro,stoneblade,1,0
g/w aggro,stompy,1,1
g/w aggro,slivers,1,1
g/w aggro,r/w/b aggro,1,0
gw aggro,rug delver,1,1
g/w aggro,no bant,1,0
g/w aggro,new horizons,1,0
g/w aggro,mono blue control,1,0
g/w aggro,hive mind,1,0
g/u/w beatdown,threshold,1,0
g/u/w beatdown,hulk,1,1
g/u/r fauna,junk,1,0
g/u beatdown,lands,1,0
g/u beatdown,g/u/w beatdown,1,1
grixis welder,merfolk,1,0
grixis welder,maverick,1,1
grixis tempo,team america,1,1
grixis tempo,stax,1,0
grixis tempo,rug delver,1,0
grixis tempo,reanimator,1,0
grixis tempo,no rug,1,0
grixis tempo,merfolk,1,0
grixis tempo,maverick,1,0
grixis tempo,lands,1,1
grixis pyromancer,mud,1,0
grixis pyromancer,miracles,1,0
grixis painter,sultai delver,1,0
grixis painter,show and tell,1,0
grixis fiend,u/g ninja,1,0
grixis fiend,team america,1,0
grixis fiend,merfolk,1,0
grixis faeries,merfolk,1,0
grixis delver,zombies,1,0
grixis delver,u/b tezzeret,1,0
grixis delver,sultai delver,1,0
grixis delver,show and tell,1,1
grixis delver,r/g shamans,1,1
grixis delver,painted stone,1,1
grixis delver,omni-tell,1,0
grixis delver,not submitted,1,1
grixis delver,nic fit,1,0
grixis delver,mud,1,1
grixis delver,mono white aggro,1,0
grixis delver,mono r sneak attack,1,1
grixis delver,manaless dredge,1,1
grixis delver,lands,1,0
grixis delver,infect,1,1
grixis delver,hive mind,1,1
grixis control,wizards,1,1
grixis control,tezzeret thopters,1,1
grixis control,tezzeret helm,1,1
grixis control,sneak and show,1,1
grixis control,no rug,1,0
grixis control,mono black poison,1,0
grixis control,metalworker,1,0
grixis control,leveler maniac,1,1
grixis control,kiki twin,1,1
griselbrand storm,no bant,1,0
griselbrand storm,merfolk,1,1
griselbrand storm,maverick,1,0
grindstone's servant,u/g madness,1,1
grinding station,sea drake stompy,1,0
grinding station,lands,1,0
griffin canyon combo,u/r delver,1,1
griffin canyon combo,stoneblade,1,0
griffin canyon combo,maverick,1,0
green and taxes,zoo,1,0
green and taxes,white weenie,1,0
green and taxes,shared fate,1,1
green and taxes,merfolk,1,0
goblin welder,white weenie,1,1
goblin welder,survival,1,0
goblin welder,reanimator,1,0
goblin welder,merfolk,1,0
goblins,white stax,1,1
goblins,w/b/r deathblade,1,0
goblins,u/w/r thopters,1,1
goblins,u/w/r landstill,1,0
goblins,u/w miracles,1,1
goblins,u/w delver,1,0
goblins,u/r stiflenought,1,0
goblins,ur control,1,0
goblins,u/g madness,1,0
goblins,u/g cloudpost,1,1
goblins,u/b faeries,1,1
goblins,training grounds,1,1
goblins,tooth and nail,1,1
goblins,the epic storm,1,0
goblins,tezzeret griefer,1,1
goblins,tezzerator,1,0
goblins,terrageddon,1,1
goblins,super highlander,1,1
goblins,sovereign mythic,1,1
goblins,soul sisters,1,1
goblins,sneak through,1,1
goblins,sneak and through,1,0
goblins,silent scepter,1,1
goblins,shared fate,1,1
goblins,shardless sultai,1,0
goblins,shardless bug,1,0
goblins,sea stompy,1,0
goblins,r/w weenie,1,0
goblins,rug visions,1,1
goblins,rug bloodbraid,1,1
goblins,rug aggro,1,1
goblins,r/u/g aggro,1,1
goblins,rockin' reanimator,1,1
goblins,r/g aggro,1,1
goblins,reveillark,1,0
goblins,replenish,1,1
goblins,reanimator combo,1,1
goblins,quest for holy armor,1,1
goblins,peace helm,1,0
goblins,ooze combo,1,1
goblins,no stax,1,1
goblins,no bug,1,0
goblins,nic shift,1,0
goblins,nic-fit,1,1
goblins,naya scepter,1,0
goblins,natural order,1,0
goblins,mono blue tempo,1,0
goblins,mono blue ninjas,1,1
goblins,mono blue,1,1
goblins,mono black rack,1,1
goblins,mono black aggro,1,1
goblins,mono black,1,0
goblins,metalcraft,1,0
goblins,masticores!,1,1
goblins,masknaught,1,0
goblins,madness,1,1
goblins,loam depths,1,1
goblins,kuldotha goblins,1,1
goblins,kobold combo,1,0
goblins,jundvine,1,1
goblins,jund loam,1,1
goblins,jund infestation,1,1
goblins,jeskai stoneblade,1,1
goblins,jedi emreka,1,0
goblins,infect combo,1,0
goblins,illusionary dreadnought,1,1
goblins,hulk rebirth,1,0
goblins,hulk combo,1,0
goblins,hulk,1,1
goblins,hexblade,1,1
goblins,grove of fire,1,1
goblins,grixis welder,1,1
goblins,griselbrand storm,1,1
goblins,grindstone's servant,1,0
goblin bombardment,team america,1,1
goblin bombardment,stax,1,1
goblin bombardment,silent scepter,1,1
goblin bombardment,mono blue control,1,0
goblin bombardment,goblins,1,0
goat weenie,u/w stoneblade,1,0
goat weenie,stoneblade,1,0
goat weenie,painted stone,1,0
goat weenie,hive mind,1,1
glimpse storm,twelvepost,1,0
glimpse storm,stompy,1,0
glimpse storm,rug delver,1,0
glimpse combo,tes,1,1
glimpse combo,painter's grindstone,1,0
glimpse combo,omnitell,1,0
glimpse combo,merfolk,1,0
gimpse storm,miracles,1,0
gimpse storm,maverick,1,0
gifts ungiven,zoo,1,0
gifts ungiven,threshold,1,0
gifts,goblins,1,0
gifts control,new horizons,1,1
geddon zoo,stoneblade,1,0
geddon zoo,painted stone,1,0
geddon zoo,mono black control,1,0
geddon zoo,merfolk,1,0
geddon zoo,goblins,1,0
geddon stax,zoo,1,0
geddon stax,u/b control,1,0
geddon stax,stoneblade,1,1
geddon stax,rug visions,1,1
geddon stax,rug,1,0
geddon stax,reanimator,1,0
geddon stax,lands,1,0
geddon stax,infect,1,1
geddon stax,hive mind,1,0
geddon knight,show and tell,1,0
geddon knight,mono black control,1,0
geddon knight,landstill,1,0
g/b/w rock,u/w trinkets,1,1
g/b/w rock,threshold,1,1
g/b/w rock,sui black,1,1
g/b/w rock,reveillark,1,0
g/b/w rock,red deck wins,1,1
g/b/w rock,reanimator,1,1
g/b/w rock,no bant,1,1
g/b/w rock,new horizons,1,0
g/b/w rock,mono black control,1,0
g/b/w rock,life,1,1
g/b/w rock,leyline of singularity,1,1
g/b/w rock,lands,1,0
g/b/w beatdown,threshold,1,0
g/b/w beatdown,merfolk,1,0
g/b/u control,threshold,1,0
g/b/u control,r/g/b beatdown,1,0
g/b/u control,g/w/b control,1,1
g/b/r beatdown,zoo,1,1
g/b/r beatdown,threshold,1,1
g/b/r beatdown,mono white beatdown,1,1
g/b pox,u/r,1,1
g/b pox,show and tell,1,1
g/b pox,no bug,1,1
g/b pox,no bant,1,0
g/b pox,mono blue control,1,0
g/b pox,mono black control,1,1
g/b pox,lands,1,0
g/b pox,junk,1,1
g/b pox,hypergenesis,1,0
g/b pox,hexmage depths,1,0
g/b midrange,temur delver,1,1
g/b midrange,storm,1,1
g/b midrange,stoneblade,1,0
g/b midrange,sneak and show,1,1
g/b midrange,show and tell,1,1
g/b midrange,rug delver,1,1
g/b midrange,nic fit,1,1
g/b midrange,maverick,1,0
g/b midrange,imperial painter,1,1
g/b control,stoneblade,1,0
g/b control,sneak and show,1,1
g/b control,metalworker,1,1
g/b control,maverick,1,0
free spells,merfolk,1,0
free glimpse,u/w stoneblade,1,1
free glimpse,tezzeret metalcraft,1,1
free glimpse,reanimator,1,0
free glimpse,mono white armageddon,1,0
free glimpse,helm of the void,1,0
freebie glimpse,u/w/r stoneblade,1,1
freebie glimpse,myr eldrazi,1,1
freebie glimpse,metalworker,1,0
freebie glimpse,landstill,1,0
freebie glimpse,jund,1,0
freebie glimpse,illusionary dreadnought,1,0
four horsemen,u/r delver,1,1
four horsemen,pox,1,1
four horsemen,miracleblade,1,1
four horsemen,merfolk,1,0
four horsemen,hypergenesis,1,0
four-color miracles,punishing jund,1,0
four-color miracles,nic fit,1,0
four-color miracles,merfolk,1,1
four-color midrange,u/r delver,1,1
four-color midrange,reanimator tendrils,1,1
four-color midrange,jund,1,0
four-color loam,u/w stoneblade,1,1
four-color loam,u/w/r miracles,1,1
four-color loam,sneak and show,1,0
four-color loam,rug delver,1,1
four-color loam,omni-tell,1,1
four-color loam,maverick,1,1
four-color loam,goblins,1,1
four-color delver,u/w/r delver,1,1
four-color delver,sneak and show,1,1
four-color delver,shardless bug,1,1
four-color control,painted stone,1,0
four-color cascade,shardless bug,1,0
forgemaster combo,zoo,1,0
forgemaster combo,tezzeret affinity,1,1
forgemaster combo,team america,1,0
forgemaster combo,reanimator,1,0
forgemaster combo,pox,1,1
forgemaster combo,no rug,1,0
forgemaster combo,mono blue control,1,0
food chain,u/w aggro,1,1
food chain,u/b delver,1,0
food chain,twelvepost,1,1
food chain,team america,1,0
food chain,shardless sultai,1,1
food chain,rug aggro,1,0
food chain,mono white stax,1,1
food chain,mono green auras,1,1
food chain,mono blue control,1,1
food chain,mono black control,1,1
food chain,mono black aggro,1,1
food chain,kobolds!,1,1
food chain,junk,1,1
food chain,jeskai stoneblade,1,1
food chain,hulk rebirth,1,0
food chain,hiive mind,1,1
food chain,grixis control,1,0
fiery thumb,zoo,1,0
fiery thumb,painted stone,1,0
fiery thumb,goblins,1,0
faeries,wizards,1,0
faeries,wildfire,1,0
faeries,vial ninjas,1,1
faeries,u/w visions,1,0
faeries,u/w tempo,1,0
faeries,ubr,1,0
faeries,twelvepost,1,0
faeries,thopters,1,0
faeries,tezzeret thopters,1,1
faeries,tes,1,1
faeries,team america,1,1
faeries,stiflenaught,1,1
faeries,sneak attack,1,1
faeries,slivers,1,1
faeries,scepter chant,1,1
faeries,rug,1,0
faeries,proteus staff,1,0
faeries,mono black control,1,0
faeries,mono black aggro,1,1
faeries,miracle grow,1,0
faeries,metalworker,1,0
faeries,high tide,1,0
faeries,g/w/b rock,1,1
faerie ninja,zoo,1,0
faerie ninja,merfolk,1,0
faerie blade,zoo,1,0
faerie blade,show and tell,1,1
explorer rock,zoo,1,0
explorer rock,uwr control,1,0
explorer rock,u/b delver,1,0
explorer rock,storm,1,0
explorer rock,show and tell,1,1
explorer rock,rug delver,1,1
explorer rock,goblins,1,0
explorer pod,rug delver,1,1
explorer pod,reanimator,1,0
explorer pod,oops all spells!,1,1
explorer pod,jund depths,1,0
eva gree,rug delver,1,0
eva green,white weenie,1,1
eva green,vampires,1,1
eva green,u/w control,1,0
eva green,u/g madness,1,1
eva green,trinistax,1,1
eva green,stiflenought,1,1
eva green,stiflenaught,1,0
eva green,stasis,1,0
eva green,sneak and show,1,1
eva green,sea drake stompy,1,1
eva green,rockin' reanimator,1,1
eva green,r/g/b beatdown,1,0
eva green,polymorph,1,1
eva green,pitch world,1,0
eva green,no green,1,1
eva green,mono white puresteel,1,1
eva green,mono blue stasis,1,1
eva green,mono-blue control,1,0
eva green,mono black,1,1
eva green,mesmeric monolith,1,1
eva green,melira combo,1,0
eva green,maverick,1,0
eva green,jedi emreka,1,0
eva green,iggy pop,1,0
eva green,hulk,1,0
eva green,grixis delver,1,0
eva green,g/b pox,1,1
eva green,freebie glimpse,1,1
eva green,explorer rock,1,1
eva gree,free glimpse,1,1
eureka,tes,1,1
eureka-tell,shardless sultai,1,1
eureka!,stax,1,0
eureka,rug delver,1,1
eureka,no bant,1,0
eureka!,merfolk,1,0
eureka,maverick,1,0
eureka,lands,1,1
eureka,goblins,1,1
esper visions,white weenie,1,0
esper visions,painted stone,1,1
esper tezzeret,stifle naught,1,0
esper tezzeret,hive mind,1,1
esper stoneblade,zoo,1,0
esper stoneblade,vampires,1,1
esper stoneblade,uw miracles,1,1
esper stoneblade,u/w miracles,1,1
esper stoneblade,u/w landstill,1,0
esper stoneblade,u/b tezzeret,1,0
esper stoneblade,twelvepost,1,1
esper stoneblade,the epic storm,1,0
esper stoneblade,tezzerator,1,1
esper stoneblade,temur delver,1,1
esper stoneblade,sultai delver,1,1
esper stoneblade,stiflenaught,1,0
esper stoneblade,show and tell,1,0
esper stoneblade,shardless sultai,1,0
esper stoneblade,punishing jund,1,0
esper stoneblade,painted stone,1,0
esper stoneblade,oops all spells!,1,1
esper stoneblade,omni show,1,1
esper stoneblade,no toolbox,1,0
esper stoneblade,no rug,1,0
esper stoneblade,nic fit,1,0
esper stoneblade,mud,1,0
esper stoneblade,miracles,1,1
esper stoneblade,metalworker,1,1
esper stoneblade,maverick,1,1
esper stoneblade,lands,1,0
esper stoneblade,infi-tell,1,0
esper stoneblade,infect,1,1
esper stoneblade,grixis delver,1,1
esper stoneblade,goblins,1,1
esper stoneblade,four-color control,1,1
esper stoneblade,food chain,1,0
esper stoneblade,eva green,1,0
esper midrange,sneak and show,1,0
esper midrange,reanimator,1,0
esper midrange,merfolk,1,0
esper,merfolk,1,1
esper landstill,zoo,1,1
esper landstill,u/b control,1,1
esper landstill,tes,1,1
esper landstill,stoneblade,1,0
esper landstill,stax,1,0
esper landstill,show and tell,1,0
esper landstill,reanimator,1,0
esper landstill,metalworker,1,0
esper landstill,mesmeric monolith,1,0
esper landstill,maverick,1,0
esper landstill,grixis tempo,1,1
esper delver,u/r delver,1,1
esper delver,shardless sultai,1,0
esper delver,miracles,1,0
esper deathblade,storm,1,0
esper deathblade,infect,1,0
esper control,white stax,1,0
esper control,u/g cloudpost,1,1
esper control,u/g aggro,1,0
esper control,the walking dead,1,0
esper control,sultai delver,1,1
esper control,stiflenought,1,0
esper control,stiflenaught,1,1
esper control,sneak and show,1,0
esper control,show and tell,1,0
esper control,shardless sultai,1,0
esper control,r/w aggro,1,1
esper control,pox,1,0
esper control,painted stone,1,1
esper control,nic fit,1,0
esper control,mono green aggro,1,1
esper control,mono black control,1,0
esper control,infect,1,1
esper control,hypergenesis,1,1
esper control,hive mind,1,0
